#SampleID	BarcodeSequence	LinkerPrimerSequence	SOURCE_ENV	Env	SourceSink	RUN_DATE	TITLE	STUDY_CENTER	COUNTRY	PMID	LAB_PERSON	LAB_PERSON_CONTACT	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	ENV_FEATURE	ENV_BIOME	SEQUENCING_METH	ENV_MATTER	TARGET_GENE	TARGET_SUBFRAGMENT	LOCATION	LATITUDE	LONGITUDE	MEAN_ANN_TEMP	MEAN_ANN_PRECIP	NET_PRIMARY_PROD	ELEVATION	RESIDENCE	NUM_BEDROOMS
1253.I			Cambridge	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1253	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1255.I			charleston	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1255	32.7	-79.9	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	3
1256.I			Washington	DC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1256	38.9	-77	13.6970948	90.40053517	1.81817838	37.22084808	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1257.I			odessa	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1257	31.9	-102.3	18.02362385	26.18287462	0.469185343	868.7591553	One-family house detached from any other house	3
1258.I			Riverhead	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1258	40.9	-72.7	10.72431193	93.8235474	2.260334642	20.12547874	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1259.I			GReensboro	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1259	36.1	-79.8	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	4
1261.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1261	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1262.I			Fairfield	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1262	37.9	-79.3	12.53776758	78.74449541	2.125189278	463.9622192	One-family house detached from any other house	3
1263.I			San Diego	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1263	32.8	-117.2	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	3
1264.I			minneapolis	MN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1264	45	-93.3	7.233333333	59.23409786	0.919291337	284.1616516	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1265.I			Moore	OK	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1265	35.3	-97.5	16.26712538	68.88975535	0.639725923	344.3697205	One-family house detached from any other house	4
1266.I			Brighton	MI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1266	42.6	-83.7	8.57469419	63.89495413	1.064468505	279.9338989	One-family house detached from any other house	5
1267.I			Rogers	AR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1267	36.4	-94.1	14.68279817	94.02966361	1.059547246	379.7380676	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1268.I			Goodyear	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1268	33.5	-112.4	20.49717125	17.00970948	0.18697002	386.5838928	One-family house detached from any other house	5
1269.I			Texas City	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1269	29.4	-94.9	20.8116208	92.42538226	1.584039977	1.458844185	One-family house detached from any other house	3
1270.I			Belmont	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1270	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1271.I			New York	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1271	40.7	-74	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1272.I			Chicago	IL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1272	41.9	-87.7	9.759174312	71.12874618	NA	193.5566711	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1273.I			West Fargo	ND	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1273	46.9	-96.9	5.016360856	42.55282875	0.661114476	281.2247314	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1274.I			manor	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1274	30.3	-97.5	20.15902141	63.98692661	0.960554208	210.0549927	One-family house detached from any other house	3
1275.I			Silver Spring	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1275	39.1	-77.1	12.51139144	88.78639144	1.81817838	137.5811157	One-family house detached from any other house	4
1276.I			Alameda	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1276	37.8	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1278.I			Mc Cordsville	IN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1278	39.9	-85.9	11.00175841	85.88845566	1.042322838	261.2016602	One-family house detached from any other house	3
1283.I			Montpelier	VT	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1283	44.3	-72.6	4.082186544	90.16513761	1.726188676	433.0610962	One-family house detached from any other house	3
1286.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1286	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1288.I			ofallon	MO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1288	38.8	-90.7	13.017737	77.81299694	1.138476679	169.9763947	One-family house detached from any other house	3
1290.I			Upper Marlboro	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1290	38.8	-76.8	13.6970948	90.40053517	1.81817838	37.22084808	One-family house detached from any other house	4
1291.I			CHARLOTTE	TN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1291	36.2	-87.3	14.82522936	106.3435015	1.206806481	194.0680542	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1292.I			Erie	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1292	42.1	-80	8.689296636	87.49617737	1.72410661	305.3861084	One-family house detached from any other house	3
1293.I			Madison	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1293	36.4	-79.9	14.56414373	88.55282875	2.215286197	225.6538849	One-family house detached from any other house	2
1294.I			Hurst	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1294	32.8	-97.2	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	3
1295.I			Lynchburg	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1295	37.4	-79.3	13.87331804	84.83990826	2.352892185	229.5341644	One-family house detached from any other house	4
1296.I			Gainesville	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1296	29.6	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
1297.I			Ann Arbor	MI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1297	42.3	-83.7	9.459633028	65.69365443	1.064468505	253.6655579	One-family house detached from any other house	3
1298.I			Louisville	KY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1298	38.3	-85.7	13.52308869	93.08256881	1.143208663	181.5480499	Duplex or two-family house (designed for two families)	2
1299.I			Montville	NJ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1299	40.9	-74.4	11.15	97.4837156	2.2052544	60.80302048	One-family house detached from any other house	4
1300.I			Greensboro	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1300	36	-79.9	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	3
1301.I			Ramer	AL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1301	32.1	-86.3	18.49311927	106.133104	1.517792253	81.17416382	One-family house detached from any other house	4
1302.I			Syracuse	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1302	43	-76.2	8.518042813	80.44411315	1.372615081	138.4844513	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
1303.I			Bozeman	MT	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1303	45.7	-111	6.116437309	36.17744648	0.632911872	1528.734985	One-family house detached from any other house	3
1304.I			Ashtabula	OH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1304	41.9	-80.8	9.327522936	79.74495413	NA	258.2288818	One-family house detached from any other house	4
1305.I			Cherry Hill	NJ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1305	39.9	-75	12.05818043	94.8633792	1.464604782	22.87888908	One-family house detached from any other house	4
1306.I			Nashville	TN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1306	36.1	-87	14.82522936	106.3435015	1.336273472	194.0680542	One-family house detached from any other house	4
1307.I			New York	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1307	40.8	-74	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	2
1308.I			Oklahoma City	OK	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1308	35.3	-97.5	16.21743119	63.63792049	0.639725923	379.6455688	One-family house detached from any other house	5
1311.I			Tacoma	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1311	47.2	-122.5	11.17285933	85.4941896	2.186705014	144.7330322	One-family house detached from any other house	3
1312.I			Orlando	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1312	28.5	-81.2	21.99166667	115.6674312	2.152256217	14.28972244	One-family house detached from any other house	3
1313.I			San Antonio	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1313	29.5	-98.4	19.91850153	68.80848624	1.382646883	281.5849915	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1314.I			East Rochester	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1314	43.1	-77.5	8.673853211	68.67484709	1.583282861	115.5	One-family house detached from any other house	3
1315.I			Lynnwood	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1315	47.8	-122.3	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	3
1316.I			Raleigh 	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1316	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1317.I			Carrboro	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1317	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1318.I			Washington	DC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1318	38.9	-77	14.01888379	87.26605505	1.81817838	64.78483582	"High rise apartment (multiple units, with 5 or more stories)"	2
1320.I			Tulsa	OK	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1320	36.1	-96	15.8616208	84.8353211	1.194314057	198.4524994	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1321.I			Drexel Hill	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1321	39.9	-75.3	12.40282875	91.6633792	1.236334048	25.62282181	One-family house detached from any other house	3
1322.I			South Salem	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1322	41.3	-73.5	10.60825688	101.411315	1.867390972	127.7934723	One-family house detached from any other house	2
1323.I			Pleasant Hill	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1323	37.9	-122.1	14.09617737	41.10183486	1.317724109	115.6696014	One-family house detached from any other house	3
1325.I			Long Beach	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1325	33.8	-118.2	16.55206422	24.44931193	1.220434586	35.27723312	One-family house detached from any other house	1
1326.I			martinsburg	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1326	39.5	-78	12.68478593	84.65328746	1.19715324	163.789444	One-family house detached from any other house	3
1327.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1327	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	5
1328.I			Penfield	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1328	43.1	-77.5	8.673853211	68.67484709	NA	115.5	One-family house detached from any other house	4
1329.I			Tucson	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1329	32.3	-111	17.99931193	28.01154434	0.306405209	1157.947266	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1330.I			Lexington	KY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1330	38	-84.5	12.66391437	90.56704893	1.278921863	245.2419434	One-family house detached from any other house	2
1331.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1331	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
1332.I			Gibsonville	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1332	36.1	-79.5	14.56414373	88.55282875	1.297092668	225.6538849	One-family house detached from any other house	3
1333.I			Burlington	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1333	36.1	-79.5	14.44793578	93.73470948	1.297092668	190.2480621	One-family house detached from any other house	4
1334.I			centreville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1334	38.9	-77.4	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	4
1335.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1335	35.9	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	5
1336.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1336	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
1337.I			Bruceton Mills	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1337	39.7	-79.6	10.47224771	93.0866208	1.453058752	471.0052795	One-family house detached from any other house	3
1338.I			Walnut Cove	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1338	36.3	-80.1	14.2883792	90.05229358	2.390558752	275.8555603	One-family house detached from any other house	3
1339.I			Wheeling	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1339	40	-80.7	10.3293578	88.45183486	1.80114325	329.5513916	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
1340.I			Asheboro	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1340	35.7	-79.8	14.81551988	94.3383792	1.67546184	200.5997162	One-family house detached from any other house	3
1341.I			Elkins	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1341	38.9	-79.8	8.621100917	113.0474006	2.365384609	944.7755737	One-family house detached from any other house	3
1342.I			Brookline	NH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1342	42.8	-71.7	7.73264526	92.51964832	2.235539059	205.5700073	One-family house detached from any other house	3
1343.I			new york	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1343	40.8	-74	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1344.I			Mt. Pleasant	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1344	32.9	-79.8	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	5
1345.I			Richmond	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1345	37.5	-77.5	14.20412844	94.11980122	1.931935193	35.59749985	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
1346.I			Brooklyn	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1346	40.7	-74	11.81796636	92.61200306	2.213204125	23.8580265	"High rise apartment (multiple units, with 5 or more stories)"	1
1347.I			La Quinta	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1347	33.7	-116.3	19.14327217	12.92752294	0.121290128	567.0177612	One-family house detached from any other house	3
1348.I			Natrona Heights	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1348	40.6	-79.7	9.798318043	86.92905199	1.641202297	350.2911072	One-family house detached from any other house	3
1349.I			Charlottesville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1349	38	-78.5	13.49181957	87.03302752	1.514006662	194.8988953	One-family house detached from any other house	3
1350.I			Getzville	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1350	43	-78.8	8.608792049	67.8601682	1.065982742	123.3691635	One-family house detached from any other house	4
1351.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1351	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
1352.I			Palo Cedro	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1352	40.6	-122.2	15.58409786	81.6911315	1.407063904	448.0766602	One-family house detached from any other house	4
1353.I			Oak Ridge	TN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1353	36	-84.3	13.31544343	112.3767584	2.435796488	463.2702637	One-family house detached from any other house	3
1354.I			Hamlin	WV	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1354	38.3	-82.1	12.86116208	88.87851682	1.867201694	255.804718	One-family house detached from any other house	3
1355.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1355	36.1	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	2
1356.I			New York	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1356	40.7	-74	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
1357.I			Lincoln	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1357	42.4	-71.3	9.388990826	94.63203364	1.966573293	52.88596344	One-family house detached from any other house	4
1358.I			Claremont	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1358	35.7	-81.1	15.03088685	98.2733945	2.611258339	330.7252808	One-family house detached from any other house	3
1359.I			Gulf Breeze	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1359	30.4	-87.2	20.01873089	118.2353211	2.464377652	12.43274117	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
1360.I			st petersburg beach	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1360	27.7	-82.7	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	2
1361.I			Wilmington	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	1361	34.3	-77.8	17.57576453	113.565367	2.933790122	6.412473679	One-family house detached from any other house	3
